customer_id,gender,is_senior_citizen,partner,dependents,partner_dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure,avg charges,Check,Start Date,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,Contract Type,Phone Service,Internet Service
0219-QAERP,Male,0,Yes,No,1,1,0,1,Credit card (automatic),19.8,576.65,No,29.12,19.80,TRUE,20190312,FALSE,FALSE,TRUE,FALSE,FALSE,1 Year,One Line,No Internet Service
0219-YTZUE,Male,0,Yes,Yes,3,2,2,0,Bank transfer (automatic),84.8,371.90,Yes,4.39,84.80,TRUE,20210412,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0220-EBGCE,Male,0,No,No,0,1,2,0,Electronic check,85.85,167.30,Yes,1.95,85.85,TRUE,20210712,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
0221-NAUXK,Male,0,No,Yes,2,1,0,1,Bank transfer (automatic),19.95,219.50,No,11.00,19.95,TRUE,20200912,FALSE,FALSE,TRUE,FALSE,FALSE,1 Year,One Line,No Internet Service
0221-WMXNQ,Male,1,No,No,0,1,2,0,Electronic check,75.35,273.40,No,3.63,75.35,TRUE,20210512,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
0222-CNVPT,Male,1,No,No,0,0,1,0,Credit card (automatic),48.8,"2,555.05",No,52.36,48.80,TRUE,20170412,FALSE,FALSE,FALSE,TRUE,FALSE,Month-to-Month,No Phone Service,DSL
0224-HJAPT,Male,0,No,No,0,2,1,0,Electronic check,47.15,223.15,Yes,4.73,47.15,TRUE,20210412,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL
0224-NIJLP,Male,0,Yes,Yes,3,1,0,2,Mailed check,20.15,165.50,No,8.21,20.15,TRUE,20201212,FALSE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
0224-RLWWD,Female,1,No,No,0,1,1,0,Electronic check,44.3,89.30,No,2.02,44.30,TRUE,20210612,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
0225-ZORZP,Male,0,No,No,0,1,2,0,Electronic check,84.3,235.05,No,2.79,84.30,TRUE,20210612,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
0228-MAUWC,Male,0,No,No,0,2,1,0,Electronic check,59.55,"1,144.60",No,19.22,59.55,TRUE,20200112,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL
0229-LFJAF,Male,0,No,No,0,2,1,2,Bank transfer (automatic),69.65,"4,908.25",No,70.47,69.65,TRUE,20151012,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL
0230-UBYPQ,Male,1,Yes,No,1,0,1,1,Bank transfer (automatic),36.1,"2,298.90",No,63.68,36.10,TRUE,20160512,FALSE,FALSE,FALSE,TRUE,FALSE,1 Year,No Phone Service,DSL
0230-WEQUW,Male,0,Yes,No,1,0,1,2,Bank transfer (automatic),56.6,"3,789.20",No,66.95,56.60,TRUE,20160212,FALSE,FALSE,FALSE,TRUE,FALSE,2 Year,No Phone Service,DSL
0231-LXVAP,Male,0,No,No,0,1,2,0,Electronic check,75.9,75.90,Yes,1.00,75.90,TRUE,20210712,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
0233-FTHAV,Female,0,No,No,0,2,2,1,Bank transfer (automatic),79.2,"4,765.00",No,60.16,79.20,TRUE,20160812,TRUE,FALSE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic
0234-TEVTT,Female,0,Yes,Yes,3,0,1,1,Credit card (automatic),45,"2,196.30",No,48.81,45.00,TRUE,20170812,TRUE,FALSE,FALSE,TRUE,FALSE,1 Year,No Phone Service,DSL
0235-KGSLC,Female,0,No,No,0,1,2,0,Credit card (automatic),85.55,85.55,Yes,1.00,85.55,TRUE,20210712,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
0236-HFWSV,Male,0,No,No,0,2,2,0,Electronic check,93.35,"1,444.65",Yes,15.48,93.35,TRUE,20200512,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0237-YFUTL,Female,0,Yes,No,1,2,2,0,Bank transfer (automatic),109.65,"5,405.80",No,49.30,109.65,TRUE,20170712,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0238-WHBIQ,Male,0,Yes,Yes,3,2,1,2,Credit card (automatic),89.7,"6,339.30",No,70.67,89.70,TRUE,20151012,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL
0239-OXEXL,Female,0,No,No,0,2,2,0,Mailed check,84.25,"3,847.60",No,45.67,84.25,TRUE,20171112,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0244-LGNFY,Female,0,Yes,Yes,3,2,1,2,Bank transfer (automatic),92.65,"6,733.00",No,72.67,92.65,TRUE,20150812,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL
0247-SLUJI,Male,0,Yes,Yes,3,1,0,0,Mailed check,19.7,19.70,No,1.00,19.70,TRUE,20210712,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
0248-IPDFW,Female,0,No,No,0,2,1,0,Electronic check,50.1,50.10,No,1.00,50.10,TRUE,20210712,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL
0248-PGHBZ,Female,1,No,No,0,1,2,2,Bank transfer (automatic),92.45,"6,140.85",No,66.42,92.45,TRUE,20160212,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,One Line,Fiber Optic
0253-ZTEOB,Female,0,Yes,Yes,3,2,1,2,Electronic check,79.65,"3,870.30",No,48.59,79.65,TRUE,20170812,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL
0254-FNMCI,Female,0,No,No,0,1,2,2,Electronic check,109.9,"7,624.20",No,69.37,109.90,TRUE,20151112,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,One Line,Fiber Optic
0254-KCJGT,Male,0,Yes,No,1,2,1,1,Credit card (automatic),81.4,"4,354.45",No,53.49,81.40,TRUE,20170312,FALSE,FALSE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,DSL
0254-WWRKD,Female,0,Yes,Yes,3,1,1,1,Credit card (automatic),50.55,"3,431.75",No,67.89,50.55,TRUE,20160112,TRUE,FALSE,TRUE,TRUE,TRUE,1 Year,One Line,DSL
0256-LTHVJ,Female,0,Yes,Yes,3,1,2,0,Electronic check,81.05,"2,227.10",Yes,27.48,81.05,TRUE,20190512,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
0257-KXZGU,Female,0,Yes,Yes,3,2,1,0,Bank transfer (automatic),62.45,"2,045.55",No,32.76,62.45,TRUE,20181212,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL
0257-ZESQC,Female,1,Yes,No,1,1,2,0,Bank transfer (automatic),75.2,"1,929.35",Yes,25.66,75.20,TRUE,20190712,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
0258-NOKBL,Male,0,No,No,0,1,2,0,Electronic check,90.4,268.45,No,2.97,90.40,TRUE,20210612,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
0259-GBZSH,Male,0,No,No,0,2,2,0,Electronic check,85.65,181.50,Yes,2.12,85.65,TRUE,20210612,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0260-ZDLGK,Female,0,No,Yes,2,1,1,0,Mailed check,72.9,651.40,Yes,8.94,72.90,TRUE,20201212,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
0263-FJTQO,Male,0,Yes,Yes,3,2,1,2,Credit card (automatic),70.5,"3,486.65",No,49.46,70.50,TRUE,20170712,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL
0264-CNITK,Female,0,Yes,Yes,3,1,0,2,Bank transfer (automatic),20.1,"1,389.60",No,69.13,20.10,TRUE,20151112,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
0265-EDXBD,Male,1,Yes,No,1,2,2,0,Electronic check,74.9,"2,303.35",Yes,30.75,74.90,TRUE,20190212,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0265-PSUAE,Female,0,Yes,Yes,3,1,2,0,Bank transfer (automatic),100.7,"1,522.70",No,15.12,100.70,TRUE,20200512,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
0266-CLZKZ,Female,0,Yes,Yes,3,2,2,2,Bank transfer (automatic),105.65,"6,717.90",No,63.59,105.65,TRUE,20160512,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic
0266-GMEAO,Male,0,Yes,Yes,3,2,2,2,Credit card (automatic),114.3,"8,058.55",No,70.50,114.30,TRUE,20151012,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic
0268-QKIWO,Female,0,No,No,0,1,0,0,Electronic check,19.75,58.85,Yes,2.98,19.75,TRUE,20210612,TRUE,TRUE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
0269-XFESX,Male,0,Yes,Yes,3,2,0,1,Mailed check,24.35,538.50,No,22.11,24.35,TRUE,20191012,FALSE,FALSE,TRUE,FALSE,FALSE,1 Year,Two or More Lines,No Internet Service
0270-THENM,Male,0,Yes,Yes,3,2,1,2,Bank transfer (automatic),69.85,"5,102.35",No,73.05,69.85,TRUE,20150712,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL
0274-JKUJR,Male,0,Yes,Yes,3,0,1,0,Mailed check,58.85,465.70,No,7.91,58.85,TRUE,20210112,FALSE,FALSE,FALSE,TRUE,FALSE,Month-to-Month,No Phone Service,DSL
0277-BKSQP,Male,0,Yes,Yes,3,1,1,0,Electronic check,54.4,475.10,No,8.73,54.40,TRUE,20201212,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
0277-ORXQS,Male,0,Yes,Yes,3,0,1,2,Bank transfer (automatic),50.55,"3,364.55",No,66.56,50.55,TRUE,20160212,FALSE,FALSE,FALSE,TRUE,FALSE,2 Year,No Phone Service,DSL
0278-YXOOG,Male,0,No,No,0,1,0,0,Mailed check,21.05,113.85,Yes,5.41,21.05,TRUE,20210312,FALSE,TRUE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
0280-XJGEX,Male,0,No,No,0,2,2,0,Bank transfer (automatic),103.7,"5,036.30",Yes,48.57,103.70,TRUE,20170812,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0281-CNTZX,Male,0,Yes,No,1,1,0,2,Bank transfer (automatic),19.95,"1,234.80",No,61.89,19.95,TRUE,20160712,FALSE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
0282-NVSJS,Female,1,Yes,Yes,3,0,1,0,Mailed check,29.3,355.90,No,12.15,29.30,TRUE,20200812,TRUE,FALSE,FALSE,TRUE,FALSE,Month-to-Month,No Phone Service,DSL
0285-INHLN,Male,0,Yes,Yes,3,1,1,0,Credit card (automatic),54.75,"1,510.30",No,27.59,54.75,TRUE,20190512,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
0289-IVARM,Female,0,No,No,0,1,1,0,Electronic check,60.55,"1,982.60",No,32.74,60.55,TRUE,20181212,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
0292-WEGCH,Female,0,Yes,Yes,3,2,1,0,Electronic check,86.2,"4,524.05",No,52.48,86.20,TRUE,20170412,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL
0295-PPHDO,Male,0,No,No,0,2,2,0,Electronic check,95.45,95.45,Yes,1.00,95.45,TRUE,20210712,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0295-QVKPB,Male,0,No,No,0,1,1,0,Credit card (automatic),63.95,318.10,No,4.97,63.95,TRUE,20210412,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
0297-RBCSG,Male,0,No,No,0,1,1,1,Bank transfer (automatic),65.35,"1,231.85",No,18.85,65.35,TRUE,20200212,FALSE,FALSE,TRUE,TRUE,TRUE,1 Year,One Line,DSL
0298-XACET,Male,0,Yes,Yes,3,0,1,2,Mailed check,50.2,"2,554.00",No,50.88,50.20,TRUE,20170612,FALSE,FALSE,FALSE,TRUE,FALSE,2 Year,No Phone Service,DSL
0301-FIDRB,Female,0,Yes,Yes,3,0,1,2,Bank transfer (automatic),63.8,"4,684.30",No,73.42,63.80,TRUE,20150712,TRUE,FALSE,FALSE,TRUE,FALSE,2 Year,No Phone Service,DSL
0301-KOBTQ,Male,0,No,No,0,1,0,2,Bank transfer (automatic),20.05,614.45,No,30.65,20.05,TRUE,20190212,FALSE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
0302-JOIVN,Female,0,Yes,No,1,1,2,0,Electronic check,101.15,842.90,Yes,8.33,101.15,TRUE,20201212,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
0303-UNCIP,Male,0,No,No,0,2,1,1,Mailed check,65,"2,531.80",No,38.95,65.00,TRUE,20180612,FALSE,FALSE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,DSL
0303-WMMRN,Male,0,No,No,0,1,0,0,Mailed check,19.25,86.05,No,4.47,19.25,TRUE,20210412,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
0305-SQECB,Female,0,No,Yes,2,0,1,1,Mailed check,36.05,402.60,No,11.17,36.05,TRUE,20200912,TRUE,FALSE,FALSE,TRUE,FALSE,1 Year,No Phone Service,DSL
0306-JAELE,Male,0,No,No,0,1,2,0,Electronic check,96.1,453.40,Yes,4.72,96.10,TRUE,20210412,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
0307-BCOPK,Female,0,No,No,0,1,0,1,Mailed check,19.05,326.65,No,17.15,19.05,TRUE,20200312,TRUE,FALSE,TRUE,FALSE,FALSE,1 Year,One Line,No Internet Service
0308-GIQJT,Male,1,No,No,0,2,2,1,Bank transfer (automatic),105.75,"7,382.85",No,69.81,105.75,TRUE,20151112,FALSE,FALSE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic
0308-IVGOK,Female,0,No,No,0,0,1,1,Credit card (automatic),40.4,422.60,No,10.46,40.40,TRUE,20201012,TRUE,FALSE,FALSE,TRUE,FALSE,1 Year,No Phone Service,DSL
0310-MVLET,Female,0,Yes,Yes,3,2,2,0,Electronic check,99.15,"6,010.05",Yes,60.62,99.15,TRUE,20160812,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0310-SUCIN,Female,0,Yes,No,1,1,1,1,Bank transfer (automatic),84.8,"6,046.10",No,71.30,84.80,TRUE,20150912,TRUE,FALSE,TRUE,TRUE,TRUE,1 Year,One Line,DSL
0310-VQXAM,Male,0,No,No,0,1,0,0,Mailed check,19.85,178.80,No,9.01,19.85,TRUE,20201112,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
0311-QYWSS,Female,0,No,No,0,1,1,0,Electronic check,49.45,314.60,No,6.36,49.45,TRUE,20210212,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
0311-UNPFF,Female,0,No,No,0,1,2,0,Bank transfer (automatic),88.8,"2,274.35",Yes,25.61,88.80,TRUE,20190712,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
0314-TKOSI,Female,0,No,No,0,1,1,0,Mailed check,55.15,322.90,No,5.85,55.15,TRUE,20210312,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
0315-LVCRK,Male,0,No,No,0,1,2,0,Electronic check,84.8,888.75,No,10.48,84.80,TRUE,20201012,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
0318-QUUOB,Male,0,Yes,No,1,1,2,0,Electronic check,80.55,80.55,Yes,1.00,80.55,TRUE,20210712,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
0318-ZOPWS,Female,0,Yes,No,1,1,0,2,Bank transfer (automatic),20.15,973.35,No,48.31,20.15,TRUE,20170812,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
0319-QZTCO,Female,0,Yes,Yes,3,1,1,0,Credit card (automatic),58.7,168.60,No,2.87,58.70,TRUE,20210612,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
0320-DWVTU,Female,0,No,No,0,1,2,2,Mailed check,99.5,"5,424.25",No,54.52,99.50,TRUE,20170212,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,One Line,Fiber Optic
0320-JDNQG,Male,0,Yes,Yes,3,1,2,0,Electronic check,99.85,"2,331.30",Yes,23.35,99.85,TRUE,20190912,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
0322-CHQRU,Male,0,No,No,0,1,1,0,Electronic check,45.35,89.50,Yes,1.97,45.35,TRUE,20210712,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
0322-YINQP,Male,0,No,No,0,1,1,0,Mailed check,48.55,48.55,Yes,1.00,48.55,TRUE,20210712,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
0323-XWWTN,Male,0,No,Yes,2,2,0,2,Mailed check,26.4,121.25,No,4.59,26.40,TRUE,20210412,FALSE,FALSE,TRUE,FALSE,FALSE,2 Year,Two or More Lines,No Internet Service
0324-BRPCJ,Female,1,Yes,No,1,2,2,0,Electronic check,100.2,"6,851.65",Yes,68.38,100.20,TRUE,20151212,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0325-XBFAC,Male,0,No,No,0,1,2,0,Electronic check,94.7,740.30,Yes,7.82,94.70,TRUE,20210112,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
0326-VDYXE,Female,0,Yes,No,1,2,2,1,Electronic check,97.65,"6,982.50",No,71.51,97.65,TRUE,20150912,TRUE,FALSE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic
0327-WFZSY,Male,0,Yes,Yes,3,2,2,1,Electronic check,100,"3,835.55",No,38.36,100.00,TRUE,20180612,FALSE,FALSE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic
0328-GRPMV,Female,0,No,No,0,1,2,0,Electronic check,70.1,70.10,Yes,1.00,70.10,TRUE,20210712,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
0329-GTIAJ,Female,0,No,No,0,1,2,0,Electronic check,97.9,315.30,Yes,3.22,97.90,TRUE,20210512,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
0330-BGYZE,Male,0,Yes,No,1,2,2,1,Bank transfer (automatic),102.5,"6,157.60",No,60.07,102.50,TRUE,20160812,FALSE,FALSE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic
0330-IVZHA,Female,0,Yes,No,1,1,2,0,Electronic check,69.95,330.15,Yes,4.72,69.95,TRUE,20210412,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
0334-GDDSO,Male,1,No,No,0,2,2,0,Electronic check,81.35,233.70,Yes,2.87,81.35,TRUE,20210612,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0334-ZFJSR,Female,0,Yes,No,1,2,1,1,Credit card (automatic),66.05,"3,462.10",No,52.42,66.05,TRUE,20170412,TRUE,FALSE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,DSL
0336-KXKFK,Male,0,No,No,0,0,1,2,Credit card (automatic),61.2,"4,390.25",No,71.74,61.20,TRUE,20150912,FALSE,FALSE,FALSE,TRUE,FALSE,2 Year,No Phone Service,DSL
0336-PIKEI,Male,1,Yes,No,1,1,1,2,Bank transfer (automatic),74.4,"5,360.75",No,72.05,74.40,TRUE,20150812,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,One Line,DSL
0337-CNPZE,Female,0,No,No,0,2,2,0,Electronic check,106.3,"4,443.45",Yes,41.80,106.30,TRUE,20180312,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0343-QLUZP,Male,0,No,No,0,0,1,2,Bank transfer (automatic),39.6,"2,424.50",No,61.22,39.60,TRUE,20160712,FALSE,FALSE,FALSE,TRUE,FALSE,2 Year,No Phone Service,DSL
0345-HKJVM,Female,0,No,No,0,1,2,0,Electronic check,89.3,577.60,Yes,6.47,89.30,TRUE,20210212,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
0345-XMMUG,Female,0,Yes,No,1,2,2,2,Credit card (automatic),108.9,"4,854.30",No,44.58,108.90,TRUE,20171212,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic
0347-UBKUZ,Female,0,No,No,0,1,0,0,Mailed check,19.9,320.45,No,16.10,19.90,TRUE,20200412,TRUE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
0348-SDKOL,Female,0,Yes,No,1,2,2,0,Credit card (automatic),102.1,"5,885.40",Yes,57.64,102.10,TRUE,20161112,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0354-VXMJC,Male,0,Yes,Yes,3,1,0,2,Credit card (automatic),19.6,426.65,No,21.77,19.60,TRUE,20191112,FALSE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
0354-WYROK,Female,1,Yes,Yes,3,1,2,0,Electronic check,98.9,"2,911.30",Yes,29.44,98.90,TRUE,20190312,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
0356-ERHVT,Male,0,Yes,No,1,1,1,0,Bank transfer (automatic),45.9,521.90,No,11.37,45.90,TRUE,20200912,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
0356-OBMAC,Female,1,No,No,0,2,2,2,Bank transfer (automatic),99.9,"5,706.30",No,57.12,99.90,TRUE,20161112,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic
0357-NVCRI,Female,0,No,Yes,2,1,0,0,Credit card (automatic),20.05,471.70,No,23.53,20.05,TRUE,20190912,TRUE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
0361-HJRDX,Female,0,No,No,0,0,1,2,Credit card (automatic),64.35,"4,539.60",No,70.55,64.35,TRUE,20151012,TRUE,FALSE,FALSE,TRUE,FALSE,2 Year,No Phone Service,DSL
0362-RAOQO,Female,0,No,No,0,1,0,2,Credit card (automatic),19.65,830.25,No,42.25,19.65,TRUE,20180212,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
0362-ZBZWJ,Male,0,No,No,0,2,2,0,Electronic check,84.9,"3,067.20",Yes,36.13,84.90,TRUE,20180812,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0363-QJVFX,Male,0,No,No,0,2,2,0,Credit card (automatic),108.15,"3,432.90",Yes,31.74,108.15,TRUE,20190112,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0363-SVHYR,Male,0,Yes,Yes,3,2,1,2,Bank transfer (automatic),86.85,"6,263.80",No,72.12,86.85,TRUE,20150812,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL
0365-BZUWY,Male,0,Yes,No,1,2,2,0,Electronic check,102.55,"1,742.50",No,16.99,102.55,TRUE,20200412,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0365-GXEZS,Male,0,Yes,No,1,1,2,0,Electronic check,78.2,"1,468.75",No,18.78,78.20,TRUE,20200212,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
0365-TRTPY,Female,0,No,No,0,2,2,0,Bank transfer (automatic),91.2,"3,382.30",No,37.09,91.20,TRUE,20180712,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0366-NQSHS,Male,0,No,No,0,1,0,0,Mailed check,19.35,46.35,No,2.40,19.35,TRUE,20210612,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
0369-ZGOVK,Female,0,Yes,Yes,3,1,2,1,Bank transfer (automatic),70.4,"1,992.20",No,28.30,70.40,TRUE,20190412,TRUE,FALSE,TRUE,TRUE,TRUE,1 Year,One Line,Fiber Optic
0373-AIVNJ,Male,0,No,No,0,0,1,1,Mailed check,39.55,373.00,No,9.43,39.55,TRUE,20201112,FALSE,FALSE,FALSE,TRUE,FALSE,1 Year,No Phone Service,DSL
0374-AACSZ,Female,0,No,No,0,1,1,0,Electronic check,50.15,50.15,No,1.00,50.15,TRUE,20210712,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
0374-FIUCA,Male,0,Yes,No,1,1,0,2,Credit card (automatic),20.4,"1,414.45",No,69.34,20.40,TRUE,20151112,FALSE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
0374-IOEGQ,Female,0,No,No,0,1,1,0,Electronic check,44.6,122.70,No,2.75,44.60,TRUE,20210612,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
0375-HVGXO,Female,0,No,No,0,0,1,0,Electronic check,34.7,34.70,Yes,1.00,34.70,TRUE,20210712,TRUE,TRUE,FALSE,TRUE,FALSE,Month-to-Month,No Phone Service,DSL
0376-OIWME,Male,0,Yes,No,1,1,2,0,Electronic check,93.6,"3,366.05",No,35.96,93.60,TRUE,20180912,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
0376-YMCJC,Male,0,No,No,0,2,2,0,Electronic check,90.6,"1,943.20",Yes,21.45,90.60,TRUE,20191112,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0377-JBKKT,Male,0,Yes,Yes,3,1,1,0,Mailed check,57.95,"1,271.80",No,21.95,57.95,TRUE,20191112,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
0378-CJKPV,Female,0,Yes,No,1,2,2,2,Credit card (automatic),112.1,"7,965.95",No,71.06,112.10,TRUE,20150912,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic
0378-NHQXU,Female,0,Yes,Yes,3,2,2,0,Electronic check,88.25,"1,460.65",Yes,16.55,88.25,TRUE,20200412,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
